CustomerID,Occupation,Monthly Income (MYR),Account Balance (MYR),Credit Score,Total Loan Applied (MYR),Loan Duration (Years),Loan Purpose Text,Topic,Risk Category
CUST0593,Retired,2412,1829,625,28944,3,dental braces for son next week,Medical Expenses,High
CUST0594,Freelancer,7194,46,700,136686,11,short on cash for painting the living room quickly,Home Improvement,Low
CUST0595,Freelancer,8604,11078,619,154872,2,help me to opening a second branch,Business Expansion,Low
CUST0596,Clerk,3621,2239,582,50694,29,help me to getting a convertible,Vehicle Purchase,Low
CUST0597,Freelancer,5292,7013,670,63504,28,exam registration fees please approve,Education,Low
CUST0598,Self-Employed,13177,21323,542,210832,23,borrowing to getting a convertible,Vehicle Purchase,Low
CUST0599,Clerk,2199,3371,593,32985,12,motorcycle for daily commute for my family,Vehicle Purchase,High
CUST0600,Retired,3638,4488,677,36380,16,fixing the garden fence thanks,Home Improvement,Low
CUST0601,Manager,9752,14489,702,78016,30,need capital to replacing my old clunker,Vehicle Purchase,Low
CUST0602,Sales Executive,6744,11700,603,101160,4,gotta paying off student arrears,Education,Low
CUST0603,Student,2796,5751,559,53124,15,loan to cover buying a used pickup right now,Vehicle Purchase,Low
CUST0604,Freelancer,2535,3174,645,45630,27,help me to urgent pet surgery,Emergency Expenses,High
CUST0605,Retired,2225,2944,603,20025,4,financing for renovating the shop floor,Business Expansion,High
CUST0606,Self-Employed,12259,25895,593,294216,30,money needed for building a garage extension urgent please,Home Improvement,Low
CUST0607,Engineer,8259,29470,601,156921,26,short on cash for buying a cheap hatchback,Vehicle Purchase,Low
CUST0608,Teacher,5190,860,549,108990,10,buying a boat trailer immediately,Vehicle Purchase,Low
CUST0609,Retired,2390,4397,756,33460,22,physiotherapy sessions asap,Medical Expenses,High
CUST0610,Teacher,6409,2021,486,134589,18,renovate the kitchen cabinets thanks,Home Improvement,Low
CUST0611,Clerk,3558,3385,723,81834,22,buying a used pickup urgent please,Vehicle Purchase,High
CUST0612,Retired,2671,5613,591,13355,17,urgent need for replace broken fridge asap,Emergency Expenses,Low
CUST0613,Student,2280,5080,744,25080,9,capital for startup without delay,Business Expansion,Low
CUST0614,Engineer,10598,15839,802,148372,7,just want to pay bail money right now,Emergency Expenses,Low
CUST0615,Self-Employed,11415,31821,746,251130,28,final year project cost next week,Education,Low
CUST0616,Retired,3092,4975,789,43288,23,i need to buying hearing aids badly,Medical Expenses,High
CUST0617,Manager,14349,4016,720,215235,18,im looking to replacing old windows,Home Improvement,Low
CUST0618,Student,2014,3964,804,38266,27,urgent need for paying for knee surgery soon,Medical Expenses,High
CUST0619,Self-Employed,13640,6251,618,150040,10,im looking to buying a second hand sedan,Vehicle Purchase,Low
CUST0620,Teacher,6296,20962,742,132216,4,pay off urgent debt,Emergency Expenses,Low
CUST0621,Student,2377,3294,711,23770,19,short on cash for getting a convertible soon,Vehicle Purchase,High
CUST0622,Student,2176,0,689,13056,5,acquiring a food delivery bike urgent please,Vehicle Purchase,High
CUST0623,Student,2780,1721,571,55600,26,applying for cash to root canal treatment,Medical Expenses,High
CUST0624,Clerk,3605,4482,555,36050,17,help me to financing a tesla next week,Vehicle Purchase,Low
CUST0625,Retired,2152,1382,700,15064,12,just want to franchise fee payment,Business Expansion,High
CUST0626,Sales Executive,5718,6717,708,137232,17,urgent need for scooter for delivery job next week,Vehicle Purchase,Low
CUST0627,Retired,1536,3154,698,18432,29,im looking to coding bootcamp fee badly,Education,High
CUST0628,Student,2897,6055,598,23176,13,borrowing to capital for startup,Business Expansion,Low
CUST0629,Retired,2658,6521,664,42528,17,need capital to hiring more staff members without delay,Business Expansion,High
CUST0630,Freelancer,2859,3333,761,42885,17,replace broken fridge asap,Emergency Expenses,High
CUST0631,Clerk,2342,6689,625,51524,1,funds required to laser eye treatment,Medical Expenses,High
CUST0632,Sales Executive,4746,9756,586,37968,7,adding a swimming pool,Home Improvement,Low
CUST0633,Clerk,3529,5051,633,52935,2,applying for cash to replacing old windows,Home Improvement,High
CUST0634,Clerk,2111,3728,704,14777,19,funds required to scooter for delivery job,Vehicle Purchase,High
CUST0635,Engineer,8339,5332,722,150102,11,loan for immediate survival asap,Emergency Expenses,Low
CUST0636,Manager,19031,29765,655,456744,3,i need to buying a second hand sedan,Vehicle Purchase,Low
CUST0637,Clerk,2732,5029,633,38248,20,borrowing to root canal treatment,Medical Expenses,High
CUST0638,Engineer,11269,24818,615,56345,16,funds required to paying ambulance fee for my family,Medical Expenses,Low
CUST0639,Retired,2400,4852,710,52800,10,applying for cash to upgrading the air conditioning,Home Improvement,Low
CUST0640,Engineer,10548,32416,514,263700,12,applying for cash to landscaping the backyard,Home Improvement,Low
CUST0641,Retired,3773,6215,668,86779,20,funds required to paying semester fees,Education,Low
CUST0642,Retired,3742,8024,627,59872,7,installing smart locks please approve,Home Improvement,Low
CUST0643,Retired,2083,3749,697,27079,7,money needed for last minute flight ticket,Emergency Expenses,High
CUST0644,Teacher,6248,12372,501,137456,15,money needed for renovate the kitchen cabinets urgent please,Home Improvement,Low
CUST0645,Engineer,10502,19235,664,241546,16,planning to cash flow for payroll,Business Expansion,Low
CUST0646,Self-Employed,6100,7456,598,85400,20,money needed for physiotherapy sessions,Medical Expenses,Low
CUST0647,Sales Executive,5603,4421,656,78442,23,im looking to masters degree funding if possible,Education,Low
CUST0648,Self-Employed,9182,18087,637,137730,8,money needed for coding bootcamp fee urgent please,Education,Low
CUST0649,Manager,12533,21688,613,187995,29,short on cash for motorcycle for daily commute,Vehicle Purchase,Low
CUST0650,Freelancer,6148,6570,702,135256,4,pay off urgent debt without delay,Emergency Expenses,Low
CUST0651,Clerk,3723,4518,796,81906,7,flood damage clean up urgent please,Emergency Expenses,Low
CUST0652,Clerk,3489,5715,657,73269,21,planning to upgrade server capacity,Business Expansion,High
CUST0653,Manager,17667,27396,671,229671,18,funds required to starting a coffee stall next week,Business Expansion,Low
CUST0654,Teacher,4998,921,755,114954,24,borrowing to cash flow for payroll urgent please,Business Expansion,Low
CUST0655,Teacher,5403,6221,649,86448,17,funds required to health checkup package,Medical Expenses,Low
CUST0656,Sales Executive,4358,6623,606,43580,6,im looking to acquiring a food delivery bike,Vehicle Purchase,Low
CUST0657,Freelancer,5439,15289,684,65268,3,urgent plumbing disaster asap,Emergency Expenses,Low
CUST0658,Self-Employed,7834,15863,664,125344,13,just want to replacing old windows,Home Improvement,Low
CUST0659,Freelancer,2880,7547,678,23040,23,need capital to hiring more staff members asap,Business Expansion,High
CUST0660,Engineer,9740,9980,636,243500,13,urgent need for remodeling the basement soon,Home Improvement,Low
CUST0661,Clerk,3058,4521,850,36696,17,loan to cover maternity ward costs,Medical Expenses,Low
CUST0662,Self-Employed,9653,5650,657,231672,1,i need to dental braces for son if possible,Medical Expenses,Low
CUST0663,Freelancer,3856,6249,745,50128,7,help me to piano lessons for daughter,Education,Low
CUST0664,Teacher,4144,2800,746,33152,22,urgent pet surgery,Emergency Expenses,Low
CUST0665,Manager,13410,17830,559,268200,16,financing for purchasing raw materials bulk,Business Expansion,Low
CUST0666,Teacher,6151,9750,635,36906,5,buying new inventory stock,Business Expansion,Low
CUST0667,Teacher,6078,0,636,54702,2,paying off student arrears for my family,Education,Low
CUST0668,Engineer,6474,4458,641,148902,21,short on cash for replacing stolen car,Vehicle Purchase,Low
CUST0669,Engineer,5702,9851,756,114040,28,need capital to scooter for delivery job for my family,Vehicle Purchase,Low
CUST0670,Teacher,4398,8903,555,101154,27,need capital to phd research grant gap,Education,Low
CUST0671,Retired,2583,5428,755,49077,20,buying a cheap hatchback soon,Vehicle Purchase,Low
CUST0672,Sales Executive,6098,7388,675,67078,17,urgent need for masters degree funding,Education,Low
CUST0673,Teacher,5980,13442,701,143520,20,website development cost quickly,Business Expansion,Low
CUST0674,Retired,3561,5360,614,32049,29,urgent need for painting the living room,Home Improvement,High
CUST0675,Manager,16553,1116,727,347613,14,gotta installing smart locks,Home Improvement,Low
CUST0676,Freelancer,8968,14232,576,206264,4,paying for knee surgery,Medical Expenses,Low
CUST0677,Teacher,4542,4196,658,31794,10,urgent need for wallet stolen need funds before month end,Emergency Expenses,Low
CUST0678,Engineer,6548,18460,654,32740,19,building a garage extension,Home Improvement,Low
CUST0679,Retired,1529,1706,688,22935,14,funds required to covering hospital stay bill,Medical Expenses,High
CUST0680,Clerk,2316,1275,697,30108,28,borrowing to paying for mri scan,Medical Expenses,High
CUST0681,Self-Employed,14025,18326,769,154275,14,renovating the shop floor urgent please,Business Expansion,Low
CUST0682,Teacher,5016,3223,616,70224,19,i need to renovating the shop floor,Business Expansion,Low
CUST0683,Manager,10262,22776,557,123144,15,financing for installing smart locks,Home Improvement,Low
CUST0684,Clerk,2439,236,642,53658,20,urgent need for installing solar panels before month end,Home Improvement,High
CUST0685,Teacher,5093,8048,648,35651,27,im looking to storm damage fix,Emergency Expenses,Low
CUST0686,Freelancer,7417,9141,661,89004,12,short on cash for settle lawsuit settlement,Emergency Expenses,Low
CUST0687,Student,2983,0,803,71592,21,gotta unexpected tax bill,Emergency Expenses,High
CUST0688,Student,1858,1770,583,20438,28,im looking to paying for mri scan,Medical Expenses,High
CUST0689,Sales Executive,3275,5575,556,39300,20,health checkup package,Medical Expenses,Low
CUST0690,Student,2236,3356,651,22360,3,financing for downpayment for a 4x4,Vehicle Purchase,High
CUST0691,Manager,13785,15238,578,151635,17,short on cash for insulin pump cost,Medical Expenses,Low
CUST0692,Clerk,3882,7967,685,85404,30,financing for masters degree funding,Education,Low
CUST0693,Self-Employed,8530,15395,850,162070,30,i need to flood damage clean up,Emergency Expenses,Low
CUST0694,Student,2034,3928,734,44748,3,money needed for loan for immediate survival,Emergency Expenses,High
CUST0695,Self-Employed,5917,12748,460,130174,27,funds required to buying new inventory stock,Business Expansion,Low
CUST0696,Freelancer,5589,1314,596,83835,25,loan to cover certification exam fee,Education,High
CUST0697,Freelancer,7307,15299,580,94991,3,flood damage clean up before month end,Emergency Expenses,Low
CUST0698,Sales Executive,4883,8573,571,78128,17,need capital to buying furniture for new flat,Home Improvement,Low
CUST0699,Engineer,7033,9231,728,105495,3,im looking to downpayment for a 4x4,Vehicle Purchase,Low
CUST0700,Freelancer,5071,2397,784,65923,6,franchise fee payment,Business Expansion,Low
CUST0701,Freelancer,8538,16271,773,110994,7,urgent need for phd research grant gap thanks,Education,Low
CUST0702,Sales Executive,5045,9522,585,40360,4,im looking to urgent plumbing disaster,Emergency Expenses,Low
CUST0703,Freelancer,7528,23161,656,45168,28,i need to covering hospital stay bill soon,Medical Expenses,Low
CUST0704,Self-Employed,14169,11573,806,325887,28,im looking to painting the living room,Home Improvement,Low
CUST0705,Freelancer,3998,13081,632,51974,13,covering hospital stay bill right now,Medical Expenses,Low
CUST0706,Teacher,3721,2499,636,81862,2,borrowing to buying new inventory stock,Business Expansion,Low
CUST0707,Manager,19244,31623,562,153952,23,loan to cover exam registration fees,Education,Low
CUST0708,Self-Employed,4137,8476,654,95151,4,franchise fee payment before month end,Business Expansion,Low
CUST0709,Self-Employed,14039,25731,610,182507,8,i need to replacing old windows,Home Improvement,Low
CUST0710,Freelancer,7522,9164,692,135396,7,starting a coffee stall to move forward,Business Expansion,Low
CUST0711,Self-Employed,9981,18913,598,99810,19,loan to cover replacing stolen car,Vehicle Purchase,Low
CUST0712,Sales Executive,3818,4721,507,83996,14,money needed for paying off student arrears,Education,Low
CUST0713,Sales Executive,4194,7990,525,83880,26,funds required to kidney stone removal to move forward,Medical Expenses,Low
CUST0714,Teacher,5226,0,650,130650,17,installing solar panels,Home Improvement,Low
CUST0715,Freelancer,4957,7387,808,29742,13,replacing stolen car badly,Vehicle Purchase,Low
CUST0716,Teacher,3745,6111,709,93625,4,money needed for launching a new product line,Business Expansion,Low
CUST0717,Self-Employed,8256,6947,728,107328,12,financing for replacing old windows,Home Improvement,Low
CUST0718,Manager,9986,7827,747,239664,7,money needed for renovate the kitchen cabinets,Home Improvement,Low
CUST0719,Engineer,7909,8426,735,150271,29,applying for cash to buying a food truck,Business Expansion,Low
CUST0720,Manager,18054,22437,760,162486,28,planning to repairing cracked walls,Home Improvement,Low
CUST0721,Self-Employed,10911,8652,573,76377,3,applying for cash to new tiles for bathroom,Home Improvement,Low
CUST0722,Self-Employed,7739,8109,757,100607,20,urgent need for unexpected tax bill,Emergency Expenses,Low
CUST0723,Engineer,8644,16126,464,198812,17,masters degree funding thanks,Education,Low
CUST0724,Manager,10741,16861,665,128892,22,money needed for urgent pet surgery,Emergency Expenses,Low
CUST0725,Clerk,2431,4098,682,17017,30,i need to buying furniture for new flat,Home Improvement,High
CUST0726,Retired,1720,3945,663,12040,4,loan to cover financing a tesla for my family,Vehicle Purchase,High
CUST0727,Teacher,3845,2162,512,53830,8,paying semester fees,Education,Low
CUST0728,Engineer,8630,10379,619,86300,1,wallet stolen need funds for my family,Emergency Expenses,Low
CUST0729,Self-Employed,9328,19499,582,205216,30,i need to final year project cost asap,Education,Low
CUST0730,Retired,3322,9259,796,73084,6,money needed for prescription drugs cost next week,Medical Expenses,High
CUST0731,Manager,16576,14404,573,265216,16,urgent need for marketing campaign ads,Business Expansion,Low
CUST0732,Clerk,2904,3504,727,26136,10,funds required to sudden funeral costs,Emergency Expenses,High
CUST0733,Student,2571,5450,507,41136,10,loan to cover renovating the shop floor before month end,Business Expansion,High
CUST0734,Retired,1534,1756,563,30680,10,covering hospital stay bill,Medical Expenses,High
CUST0735,Manager,12799,4211,568,281578,12,getting a minivan for family asap,Vehicle Purchase,Low
CUST0736,Manager,17184,16154,673,429600,13,repairing cracked walls immediately,Home Improvement,Low
CUST0737,Sales Executive,5154,12807,703,108234,25,help me to acquiring a food delivery bike,Vehicle Purchase,Low
CUST0738,Engineer,10312,14801,504,185616,7,short on cash for mom's heart operation,Medical Expenses,Low
CUST0739,Teacher,4059,4950,760,97416,15,buying hearing aids soon,Medical Expenses,Low
CUST0740,Freelancer,4038,5259,691,88836,1,loan to cover dental braces for son,Medical Expenses,Low
CUST0741,Clerk,2577,3472,775,12885,8,funds required to downpayment for a 4x4,Vehicle Purchase,High
CUST0742,Teacher,3560,2736,652,49840,26,short on cash for certification exam fee badly,Education,High
CUST0743,Self-Employed,11597,16624,630,81179,27,need capital to licensing fees for shop,Business Expansion,Low
CUST0744,Student,2045,3168,619,40900,6,short on cash for launching a new product line,Business Expansion,Low
CUST0745,Engineer,11694,16444,658,140328,13,loan to cover prescription drugs cost if possible,Medical Expenses,Low
CUST0746,Sales Executive,3274,6251,773,26192,17,borrowing to insulin pump cost to move forward,Medical Expenses,Low
CUST0747,Freelancer,5687,6887,587,85305,6,funds required to buying laptop for studies,Education,Low
CUST0748,Retired,3633,7845,713,50862,7,applying for cash to final year project cost,Education,Low
CUST0749,Student,2865,4523,688,71625,14,applying for cash to prescription drugs cost,Medical Expenses,High
CUST0750,Student,1842,3300,548,31314,26,getting a convertible before month end,Vehicle Purchase,High
CUST0751,Student,1586,681,590,38064,5,storm damage fix,Emergency Expenses,High
CUST0752,Clerk,2509,4245,679,60216,11,urgent need for paying for knee surgery,Medical Expenses,High
CUST0753,Student,2228,1637,551,17824,5,financing for landscaping the backyard,Home Improvement,High
CUST0754,Sales Executive,5594,16227,633,89504,26,borrowing to buying a cheap hatchback,Vehicle Purchase,Low
CUST0755,Sales Executive,3174,3870,580,28566,9,planning to university dorm deposit right now,Education,High
CUST0756,Freelancer,8288,7313,675,165760,7,funds required to paying off student arrears next week,Education,Low
CUST0757,Retired,2924,3211,730,70176,30,buying furniture for new flat next week,Home Improvement,High
CUST0758,Clerk,3087,5792,705,40131,18,financing for mom's heart operation,Medical Expenses,High
CUST0759,Freelancer,2505,4143,556,25050,29,im looking to website development cost,Business Expansion,High
CUST0760,Self-Employed,14161,22515,777,311542,27,loan for immediate survival for my family,Emergency Expenses,Low
CUST0761,Sales Executive,7293,6890,525,65637,20,financing for root canal treatment immediately,Medical Expenses,Low
CUST0762,Self-Employed,10714,13445,620,224994,22,buying a cheap hatchback thanks,Vehicle Purchase,Low
CUST0763,Student,1765,2801,668,14120,16,i need to buying a used pickup,Vehicle Purchase,Low
CUST0764,Clerk,2065,262,584,41300,17,urgent need for renovate the kitchen cabinets,Home Improvement,High
CUST0765,Student,2250,3898,775,11250,30,applying for cash to upgrade server capacity,Business Expansion,High
CUST0766,Freelancer,3155,1202,672,50480,18,marketing campaign ads,Business Expansion,Low
CUST0767,Self-Employed,4955,8823,593,29730,24,need capital to flood damage clean up if possible,Emergency Expenses,Low
CUST0768,Engineer,5638,19239,580,45104,4,phd research grant gap thanks,Education,Low
CUST0769,Retired,3078,5734,740,36936,19,dental braces for son soon,Medical Expenses,Low
CUST0770,Retired,3786,4447,669,94650,19,getting a motorbike for work asap,Vehicle Purchase,Low
CUST0771,Freelancer,8255,5439,507,82550,26,loan to cover purchasing raw materials bulk,Business Expansion,Low
CUST0772,Retired,3144,1035,646,69168,20,buying furniture for new flat badly,Home Improvement,High
CUST0773,Self-Employed,9163,0,565,146608,14,help me to urgent plumbing disaster,Emergency Expenses,Low
CUST0774,Self-Employed,13968,21769,750,237456,25,just want to health checkup package,Medical Expenses,Low
CUST0775,Self-Employed,11412,8429,676,68472,10,help me to paying ambulance fee,Medical Expenses,Low
CUST0776,Retired,2053,4470,647,28742,8,money needed for buying a food truck,Business Expansion,Low
CUST0777,Self-Employed,4355,7658,460,56615,30,i need to buying new inventory stock,Business Expansion,Low
CUST0778,Clerk,2077,2177,661,27001,12,need capital to health checkup package,Medical Expenses,Low
CUST0779,Sales Executive,5099,8319,617,86683,19,buying a second hand sedan if possible,Vehicle Purchase,Low
CUST0780,Clerk,3481,3775,731,69620,27,money needed for root canal treatment,Medical Expenses,High
CUST0781,Engineer,5306,7289,545,37142,25,renovate the kitchen cabinets,Home Improvement,Low
CUST0782,Self-Employed,9700,20580,591,77600,28,i need to dental braces for son,Medical Expenses,Low
CUST0783,Student,2798,4573,572,39172,17,loan to cover buying a food truck for my family,Business Expansion,High
CUST0784,Self-Employed,12846,10875,621,154152,5,fix the leaking roof urgent please,Home Improvement,Low
CUST0785,Manager,15300,23235,545,107100,8,financing for health checkup package thanks,Medical Expenses,Low
CUST0786,Engineer,11441,13323,676,80087,16,getting a convertible quickly,Vehicle Purchase,Low
CUST0787,Retired,3135,4503,730,56430,25,money needed for certification exam fee,Education,Low
CUST0788,Teacher,5469,3489,616,136725,19,i need to buying a food truck,Business Expansion,Low
CUST0789,Retired,3647,5497,680,65646,11,upgrade server capacity if possible,Business Expansion,Low
CUST0790,Clerk,3375,2858,689,37125,11,renovate the kitchen cabinets without delay,Home Improvement,High
CUST0791,Student,2124,3951,714,40356,20,applying for cash to kids school uniform to move forward,Education,High
CUST0792,Freelancer,2867,5787,623,45872,5,help me to buying a used pickup,Vehicle Purchase,High
CUST0793,Clerk,3514,11729,715,31626,28,financing for last minute flight ticket,Emergency Expenses,High
CUST0794,Student,2203,3008,613,41857,16,urgent need for covering hospital stay bill,Medical Expenses,High
CUST0795,Self-Employed,7424,10878,594,163328,17,final year project cost if possible,Education,Low
CUST0796,Retired,3478,0,475,17390,13,planning to motorcycle for daily commute,Vehicle Purchase,High
CUST0797,Engineer,6395,12775,669,153480,9,scooter for delivery job to move forward,Vehicle Purchase,Low
CUST0798,Freelancer,7863,13992,639,102219,22,borrowing to storm damage fix badly,Emergency Expenses,Low
CUST0799,Clerk,2039,2166,809,34663,8,applying for cash to franchise fee payment for my family,Business Expansion,High
CUST0800,Retired,1907,4306,597,45768,18,repairing cracked walls before month end,Home Improvement,High
CUST0801,Teacher,4314,2651,649,21570,2,mba program cost right now,Education,Low
CUST0802,Retired,2748,3020,719,27480,1,insulin pump cost for my family,Medical Expenses,High
CUST0803,Self-Employed,9822,10660,608,206262,9,just want to installing smart locks immediately,Home Improvement,Low
CUST0804,Engineer,8171,21526,556,40855,18,gotta mba program cost,Education,Low
CUST0805,Sales Executive,4242,4514,716,38178,3,planning to purchasing raw materials bulk thanks,Business Expansion,Low
CUST0806,Retired,2431,1444,701,43758,10,financing for paying ambulance fee,Medical Expenses,High
CUST0807,Freelancer,6941,15872,735,159643,18,gotta coding bootcamp fee,Education,Low
CUST0808,Teacher,4765,4075,491,42885,14,funds required to pay rent arrears or eviction,Emergency Expenses,Low
CUST0809,Teacher,4800,11514,690,38400,6,just want to replacing stolen car,Vehicle Purchase,Low
CUST0810,Teacher,6478,14179,662,116604,14,buying new inventory stock immediately,Business Expansion,Low
CUST0811,Freelancer,8608,26260,581,111904,5,i need to adding a swimming pool,Home Improvement,Low
CUST0812,Clerk,2269,4630,774,54456,20,maternity ward costs next week,Medical Expenses,Low
CUST0813,Sales Executive,7885,12902,771,126160,3,mba program cost,Education,Low
CUST0814,Teacher,5557,11175,575,138925,12,planning to replacing my old clunker,Vehicle Purchase,Low
CUST0815,Manager,16051,16499,657,192612,2,university dorm deposit without delay,Education,Low
CUST0816,Student,2052,4186,632,22572,25,loan to cover university dorm deposit,Education,Low
CUST0817,Clerk,2362,8479,546,56688,16,hiring more staff members quickly,Business Expansion,High
CUST0818,Freelancer,4521,1160,710,108504,24,just want to certification exam fee,Education,Low
CUST0819,Self-Employed,10457,5151,565,250968,18,buying hearing aids badly,Medical Expenses,Low
CUST0820,Retired,1947,136,694,11682,29,loan to cover piano lessons for daughter please approve,Education,High
CUST0821,Retired,3703,1727,729,81466,13,financing for maternity ward costs,Medical Expenses,Low
CUST0822,Sales Executive,5385,0,711,75390,15,textbooks for the term asap,Education,Low
CUST0823,Manager,12823,16630,632,269283,29,applying for cash to settle lawsuit settlement,Emergency Expenses,Low
CUST0824,Freelancer,7792,2160,688,62336,6,i need to sudden funeral costs,Emergency Expenses,Low
CUST0825,Manager,14775,20980,666,280725,19,flood damage clean up if possible,Emergency Expenses,Low
CUST0826,Freelancer,3238,4854,772,32380,23,help me to buying a boat trailer,Vehicle Purchase,Low
CUST0827,Clerk,2233,2661,540,15631,17,planning to certification exam fee soon,Education,High
CUST0828,Retired,2154,2011,704,21540,30,family crisis need cash to move forward,Emergency Expenses,High
CUST0829,Teacher,4164,7666,613,24984,14,applying for cash to website development cost,Business Expansion,Low
CUST0830,Engineer,10981,17587,563,274525,6,phd research grant gap,Education,Low
CUST0831,Teacher,4330,12392,653,21650,15,planning to replacing old windows to move forward,Home Improvement,Low
CUST0832,Freelancer,6952,13116,547,139040,8,gotta buying new inventory stock right now,Business Expansion,Low
CUST0833,Freelancer,6217,7616,667,149208,1,just want to university dorm deposit,Education,Low
CUST0834,Retired,2639,1990,580,29029,2,financing for buying a second hand sedan,Vehicle Purchase,High
CUST0835,Teacher,3725,5122,632,22350,22,financing for physiotherapy sessions,Medical Expenses,Low
CUST0836,Self-Employed,5436,12458,675,54360,6,buying a second hand sedan,Vehicle Purchase,Low
CUST0837,Retired,2226,6235,622,35616,30,need capital to hiring more staff members,Business Expansion,High
CUST0838,Clerk,3573,4524,723,60741,27,planning to remodeling the basement,Home Improvement,Low
CUST0839,Manager,17018,39626,685,136144,23,borrowing to prescription drugs cost,Medical Expenses,Low
CUST0840,Self-Employed,12635,13008,678,138985,20,launching a new product line right now,Business Expansion,Low
CUST0841,Clerk,3170,4301,538,22190,16,money needed for insulin pump cost,Medical Expenses,High
CUST0842,Manager,17975,33391,599,413425,20,loan to cover health checkup package,Medical Expenses,Low
CUST0843,Teacher,6016,3640,612,150400,16,health checkup package badly,Medical Expenses,High
CUST0844,Teacher,5996,9424,715,65956,1,pay bail money,Emergency Expenses,Low
CUST0845,Student,2452,2985,621,26972,26,urgent need for mom's heart operation,Medical Expenses,Low
CUST0846,Manager,8745,8610,738,218625,7,i need to financing a tesla,Vehicle Purchase,Low
CUST0847,Sales Executive,5307,7916,679,74298,17,piano lessons for daughter right now,Education,Low
CUST0848,Student,1733,2102,582,39859,20,loan to cover opening a second branch thanks,Business Expansion,High
CUST0849,Teacher,4294,4929,713,85880,30,urgent need for remodeling the basement if possible,Home Improvement,Low
CUST0850,Student,2822,5095,685,53618,29,loan for immediate survival immediately,Emergency Expenses,High
CUST0851,Freelancer,8922,19803,481,53532,27,applying for cash to hiring more staff members without delay,Business Expansion,Low
CUST0852,Self-Employed,13096,12665,637,196440,26,gotta buying a used pickup,Vehicle Purchase,Low
CUST0853,Clerk,3985,9591,773,59775,13,upgrading the air conditioning if possible,Home Improvement,Low
CUST0854,Manager,11070,1969,559,154980,23,financing for getting a motorbike for work immediately,Vehicle Purchase,Low
CUST0855,Student,2056,1431,698,24672,12,short on cash for flood damage clean up,Emergency Expenses,High
CUST0856,Engineer,6770,6837,642,108320,26,funds required to kids school uniform,Education,Low
CUST0857,Sales Executive,3758,5003,656,75160,29,need capital to building a garage extension,Home Improvement,Low
CUST0858,Sales Executive,5786,15346,590,121506,10,installing solar panels to move forward,Home Improvement,Low
CUST0859,Teacher,6651,16826,542,139671,22,storm damage fix before month end,Emergency Expenses,Low
CUST0860,Sales Executive,3299,909,681,69279,4,money needed for laser eye treatment,Medical Expenses,High
CUST0861,Engineer,5360,5820,550,37520,11,loan to cover cash flow for payroll,Business Expansion,Low
CUST0862,Student,1711,575,634,23954,1,painting the living room,Home Improvement,High
CUST0863,Sales Executive,5628,9573,712,123816,11,borrowing to paying off student arrears,Education,Low
CUST0864,Clerk,2558,4804,701,12790,20,loan to cover buying new inventory stock,Business Expansion,Low
CUST0865,Sales Executive,7444,8092,706,66996,23,urgent plumbing disaster urgent please,Emergency Expenses,Low
CUST0866,Sales Executive,4403,10981,697,66045,18,gotta buying a second hand sedan,Vehicle Purchase,Low
CUST0867,Student,1766,5652,681,10596,4,short on cash for buying furniture for new flat,Home Improvement,High
CUST0868,Student,1676,1760,672,40224,29,gotta building a garage extension asap,Home Improvement,High
CUST0869,Self-Employed,9119,11280,696,200618,3,applying for cash to mba program cost,Education,Low
CUST0870,Teacher,3880,8501,484,73720,4,piano lessons for daughter,Education,Low
CUST0871,Engineer,10607,6998,542,212140,8,financing for building a garage extension immediately,Home Improvement,Low
CUST0872,Teacher,6026,8807,725,60260,23,loan to cover buying a boat trailer,Vehicle Purchase,Low
CUST0873,Self-Employed,11426,13788,652,91408,12,applying for cash to downpayment for a 4x4,Vehicle Purchase,Low
CUST0874,Freelancer,3899,5267,722,89677,5,need capital to repairing cracked walls,Home Improvement,Low
CUST0875,Manager,19702,33606,581,492550,3,replace broken fridge asap if possible,Emergency Expenses,Low
CUST0876,Retired,3388,2808,698,81312,8,installing solar panels next week,Home Improvement,High
CUST0877,Freelancer,5644,11289,672,129812,14,gotta unexpected tax bill badly,Emergency Expenses,Low
CUST0878,Self-Employed,12921,17190,603,90447,24,financing for buying a used pickup asap,Vehicle Purchase,Low
CUST0879,Clerk,3212,2941,609,25696,27,financing for buying new inventory stock quickly,Business Expansion,High
CUST0880,Teacher,4761,8533,641,38088,22,planning to purchasing raw materials bulk right now,Business Expansion,Low
CUST0881,Self-Employed,12098,16033,627,133078,27,help me to storm damage fix,Emergency Expenses,Low
CUST0882,Student,1800,1859,575,25200,13,pay off urgent debt for my family,Emergency Expenses,High
CUST0883,Sales Executive,4684,5662,586,107732,26,borrowing to replacing old windows,Home Improvement,Low
CUST0884,Manager,19760,44075,641,138320,19,final year project cost,Education,Low
CUST0885,Retired,3155,7575,522,18930,12,applying for cash to replace broken fridge asap before month end,Emergency Expenses,High
CUST0886,Student,2940,0,568,23520,28,borrowing to website development cost if possible,Business Expansion,High
CUST0887,Student,1981,1046,694,49525,11,buying a food truck if possible,Business Expansion,High
CUST0888,Manager,14251,14165,671,142510,16,unexpected tax bill soon,Emergency Expenses,Low
CUST0889,Sales Executive,7550,1049,770,135900,5,i need to buying laptop for studies asap,Education,Low
CUST0890,Teacher,4050,10747,658,36450,24,just want to motorcycle for daily commute,Vehicle Purchase,Low
